April 8, 2011 5:47:00 AM UTC	1302263220000	2	0	no	3.0	83.2	23386	20815	13338	5840	5	37992	481	435	0	4015	264	0	17533	0	49
April 8, 2011 5:48:00 AM UTC	1302263280000	1	1	no	3.2	83.3	23386	20815	13338	5840	58	37939	496	219	0	4001	113	0	17533	0	95
April 8, 2011 5:49:00 AM UTC	1302263340000	1	4	no	3.4	83.5	23386	20815	13322	5909	98	37846	500	131	0	3975	60	0	17505	90	1157
April 8, 2011 5:50:00 AM UTC	1302263400000	1	1	no	3.6	83.6	23386	20815	13338	5849	124	37864	523	67	0	3973	32	0	17523	0	161
April 8, 2011 5:51:00 AM UTC	1302263460000	2	6	no	3.8	83.8	23386	20815	13323	5894	53	37905	522	206	0	3954	86	5	17517	21	1946
April 8, 2011 5:52:00 AM UTC	1302263520000	3	10	no	4.0	83.9	23386	20815	13336	5898	67	37874	542	106	0	3948	29	0	17484	19	2423
April 8, 2011 5:53:00 AM UTC	1302263580000	4	21	no	4.1	84.1	23386	20815	13336	5898	82	37859	556	94	0	3934	96	34	17484	27	5285
April 8, 2011 5:54:00 AM UTC	1302263640000	8	25	no	4.3	84.3	23386	20815	13321	5968	86	37800	557	92	0	3911	216	34	17456	72	6178
April 8, 2011 5:55:00 AM UTC	1302263700000	13	34	no	4.5	84.4	23386	20815	13336	5906	61	37872	585	125	0	3902	433	23	17481	225	8695
April 8, 2011 5:56:00 AM UTC	1302263760000	15	35	no	4.7	84.6	23386	20815	13320	5977	82	37796	581	85	0	3886	463	43	17449	343	9368
April 8, 2011 5:57:00 AM UTC	1302263820000	20	34	no	4.9	84.7	23386	20815	13337	5900	87	37851	609	62	0	3881	714	73	17481	937	9009
April 8, 2011 5:58:00 AM UTC	1302263880000	26	38	no	5.1	84.9	23386	20815	13338	5895	33	37909	625	262	0	3863	1130	23	17483	1761	9639
April 8, 2011 5:59:00 AM UTC	1302263940000	40	42	no	5.3	85.1	23386	20815	13321	5964	3	37887	624	425	0	3849	1653	96	17457	3989	11139
April 8, 2011 6:00:00 AM UTC	1302264000000	40	44	no	5.5	85.2	23386	20815	13337	5893	4	37941	653	339	0	3841	1568	46	17487	4331	11682
April 8, 2011 6:01:00 AM UTC	1302264060000	49	40	no	5.7	85.4	23386	20815	13321	5964	0	37890	652	559	0	3820	2079	7	17457	5256	11303
April 8, 2011 6:02:00 AM UTC	1302264120000	44	45	no	5.9	85.5	23386	20815	13339	5810	1	38025	683	392	0	3817	2040	96	17557	4022	12557
April 8, 2011 6:03:00 AM UTC	1302264180000	46	44	no	6.1	85.7	23386	20815	13339	5810	0	38026	700	453	0	3800	1964	163	17557	5028	11842
April 8, 2011 6:04:00 AM UTC	1302264240000	46	44	no	6.2	85.9	23386	20815	13326	5880	6	37963	699	207	0	3780	1921	150	17527	5834	10854
April 8, 2011 6:05:00 AM UTC	1302264300000	65	30	no	6.4	86.0	23386	20815	13339	5812	0	38024	726	670	0	3772	2393	67	17555	9240	8073
April 8, 2011 6:06:00 AM UTC	1302264360000	66	30	no	6.6	86.2	23386	20815	13323	5881	0	37971	726	378	0	3751	2781	103	17526	9256	8159
April 8, 2011 6:07:00 AM UTC	1302264420000	72	24	no	6.8	86.3	23386	20815	13339	5813	3	38020	754	300	0	3743	2714	72	17554	10989	6477
April 8, 2011 6:08:00 AM UTC	1302264480000	76	20	no	7.0	86.5	23386	20815	13339	5826	0	38010	771	483	0	3729	2810	50	17540	11668	5729
April 8, 2011 6:09:00 AM UTC	1302264540000	65	31	no	7.2	86.7	23386	20815	13323	5896	89	37867	772	54	0	3707	2559	495	17512	9210	8161
April 8, 2011 6:10:00 AM UTC	1302264600000	65	30	no	7.4	86.8	23386	20815	13340	5823	92	37920	800	51	0	3701	2502	152	17540	9471	7823
April 8, 2011 6:11:00 AM UTC	1302264660000	84	14	no	7.6	87.0	23386	20815	13324	5893	1	37957	799	593	0	3683	2942	51	17512	13731	3718
April 8, 2011 6:12:00 AM UTC	1302264720000	90	8	no	7.8	87.1	23386	20815	13341	5821	0	38013	833	665	0	3669	3272	38	17540	15088	2394
April 8, 2011 6:13:00 AM UTC	1302264780000	94	4	no	8.0	87.3	23386	20815	13338	5875	7	37955	841	466	0	3655	3362	29	17500	16363	1107
April 8, 2011 6:14:00 AM UTC	1302264840000	96	2	no	8.2	87.5	23386	20815	13322	5946	28	37879	838	356	0	3638	3405	9	17470	16832	612
April 8, 2011 6:15:00 AM UTC	1302264900000	97	2	no	8.3	87.6	23386	20815	13336	5877	0	37962	870	530	0	3627	3471	0	17497	16868	582
April 8, 2011 6:16:00 AM UTC	1302264960000	96	3	no	8.5	87.8	23386	20815	13321	5947	0	37907	869	631	0	3607	3438	7	17470	16649	767
April 8, 2011 6:17:00 AM UTC	1302265020000	94	4	no	8.7	87.9	23386	20815	13335	5877	0	37963	905	494	0	3595	3385	28	17503	16359	1088
April 8, 2011 6:18:00 AM UTC	1302265080000	94	4	no	8.9	88.1	23386	20815	13335	5877	12	37951	917	475	0	3579	3411	0	17503	16151	1287
April 8, 2011 6:19:00 AM UTC	1302265140000	95	3	no	9.1	88.2	23386	20815	13321	5947	4	37903	915	553	0	3558	3415	0	17470	16345	1066
April 8, 2011 6:20:00 AM UTC	1302265200000	96	3	no	9.3	88.4	23386	20815	13339	5878	0	37958	944	603	0	3551	3351	0	17494	16571	890
April 8, 2011 6:21:00 AM UTC	1302265260000	99	1	no	9.5	88.6	23386	20815	13321	5947	0	37907	943	838	0	3531	3477	0	17470	17236	220
April 8, 2011 6:22:00 AM UTC	1302265320000	99	0	no	9.7	88.7	23386	20815	13339	5877	0	37959	966	799	0	3523	3477	0	17500	17433	52
April 8, 2011 6:23:00 AM UTC	1302265380000	99	0	no	9.9	88.9	23386	20815	13321	5947	0	37907	972	667	0	3503	3493	0	17470	17443	13
April 8, 2011 6:24:00 AM UTC	1302265440000	100	0	no	10.1	89.0	23386	20815	13321	5947	0	37907	990	900	0	3483	3480	0	17470	17458	8
April 8, 2011 6:25:00 AM UTC	1302265500000	99	0	no	10.3	89.2	23386	20815	13340	5877	2	37956	1024	780	0	3477	3454	0	17497	17465	26
April 8, 2011 6:26:00 AM UTC	1302265560000	99	0	no	10.5	89.4	23386	20815	13322	5862	3	37988	1017	816	0	3457	3434	0	17554	17479	30
April 8, 2011 6:27:00 AM UTC	1302265620000	99	0	no	10.6	89.5	23386	20815	13340	5792	0	38043	1062	895	0	3442	3440	2	17569	17513	38
April 8, 2011 6:28:00 AM UTC	1302265680000	99	0	no	10.8	89.7	23386	20815	13322	5979	0	37874	1048	855	0	3427	3416	0	17436	17396	30
April 8, 2011 6:29:00 AM UTC	1302265740000	100	0	no	11.0	89.9	23386	20815	13322	5979	0	37874	1064	1062	0	3410	3410	0	17436	17383	18
April 8, 2011 6:30:00 AM UTC	1302265800000	100	0	no	11.2	90.0	23386	20815	13340	5833	0	38002	1105	1105	0	3398	3398	0	17528	17515	5
April 8, 2011 6:31:00 AM UTC	1302265860000	100	0	no	11.4	90.2	23386	20815	13340	5833	0	38002	1123	1074	0	3381	3381	0	17528	17486	18
April 8, 2011 6:32:00 AM UTC	1302265920000	100	0	no	11.6	90.3	23386	20815	13340	5833	0	38002	1140	1129	0	3364	3364	0	17528	17519	3
April 8, 2011 6:33:00 AM UTC	1302265980000	100	0	no	11.8	90.5	23386	20815	13322	5870	0	37983	1125	1054	0	3348	3348	0	17546	17539	0
April 8, 2011 6:34:00 AM UTC	1302266040000	100	0	no	12.0	90.7	23386	20815	13322	5870	0	37983	1140	1123	0	3336	3336	0	17546	17538	0
April 8, 2011 6:35:00 AM UTC	1302266100000	100	0	no	12.2	90.8	23386	20815	13340	5877	0	37958	1178	1167	0	3319	3319	0	17497	17471	1
April 8, 2011 6:36:00 AM UTC	1302266160000	100	0	no	12.4	91.0	23386	20815	13321	5947	0	37907	1173	1124	0	3303	3303	0	17470	17452	3
April 8, 2011 6:37:00 AM UTC	1302266220000	100	0	no	12.6	91.1	23386	20815	13339	5877	0	37959	1206	1114	0	3284	3284	0	17500	17466	21
April 8, 2011 6:38:00 AM UTC	1302266280000	99	0	no	12.8	91.3	23386	20815	13321	5947	0	37907	1204	1036	0	3272	3272	0	17470	17423	24
April 8, 2011 6:39:00 AM UTC	1302266340000	99	0	no	12.9	91.5	23386	20815	13321	5947	1	37906	1217	1034	0	3259	3259	0	17470	17428	22
April 8, 2011 6:40:00 AM UTC	1302266400000	99	0	no	13.1	91.6	23386	20815	13339	5878	12	37946	1255	1053	0	3244	3244	0	17494	17488	5
April 8, 2011 6:41:00 AM UTC	1302266460000	100	0	no	13.3	91.8	23386	20815	13321	5947	1	37906	1253	1170	0	3228	3228	0	17470	17466	0
April 8, 2011 6:42:00 AM UTC	1302266520000	100	0	no	13.5	91.9	23386	20815	13335	5877	0	37963	1291	1288	0	3213	3213	0	17503	17498	0
April 8, 2011 6:43:00 AM UTC	1302266580000	100	0	no	13.7	92.1	23386	20815	13321	5947	0	37907	1283	1283	0	3202	3202	0	17470	17465	0
April 8, 2011 6:44:00 AM UTC	1302266640000	100	0	no	13.9	92.3	23386	20815	13321	5947	0	37907	1297	1297	0	3189	3189	0	17470	17468	0
April 8, 2011 6:45:00 AM UTC	1302266700000	100	0	no	14.1	92.4	23386	20815	13336	5877	0	37962	1334	1334	0	3178	3178	0	17497	17495	0
April 8, 2011 6:46:00 AM UTC	1302266760000	100	0	no	14.3	92.6	23386	20815	13322	5946	0	37907	1329	1328	0	3162	3162	0	17470	17470	0
April 8, 2011 6:47:00 AM UTC	1302266820000	100	0	no	14.5	92.8	23386	20815	13338	5875	0	37962	1372	1372	0	3149	3149	0	17500	17497	0
April 8, 2011 6:48:00 AM UTC	1302266880000	100	0	no	14.7	92.9	23386	20815	13325	5884	8	37958	1370	1332	0	3140	3140	0	17518	17518	0
